4702,21118503500,P,91310,Britha Laimonas                    ,Ekrem                              ,N,N,N,J,N,Kunder med bare sparekonto         ,N,N,N,N,N,N,N,N,N,N,N
4702,01119615077,P,68310,Ramunas Kristiane                  ,Lohne                              ,J,N,N,J,N,Kunder med bare sparekonto         ,N,N,N,N,N,N,N,N,N,N,N
4702,02058718672,P,53310,Hamed Elham                        ,Vikse                              ,N,N,N,J,N,Kunder med bare sparekonto         ,N,N,N,N,N,N,N,N,N,N,N
4702,27117214996,P,53310,Patric Margaret                    ,Astrup                             ,N,J,N,N,N,Kunder med bare sparekonto         ,N,N,N,N,N,N,N,N,N,N,N
4702,08071357873,P,80310,Hanne Jorulf                       ,Sørum                              ,N,N,N,N,N,Kunder med bare sparekonto         ,N,N,N,N,N,N,N,N,N,N,N
4702,08016400883,P,72310,Fillip Ågot                        ,Gaustad                            ,N,N,N,J,N,Kunder med bare sparekonto         ,N,N,N,N,N,N,N,N,N,N,N
4702,10031406167,P,80310,Mårten Dorota                      ,Dalby                              ,J,N,N,N,N,Kunder med bare sparekonto         ,N,N,N,N,N,N,N,N,N,N,N
4702,01070310186,P,31310,Jens Ylva                          ,Walseth                            ,N,N,N,J,N,Kunder med bare sparekonto         ,N,N,N,N,N,N,N,N,N,N,N
4702,19089812774,P,22310,Audhild Mahdi                      ,Bergh                              ,N,N,N,N,N,Kunder med bare sparekonto         ,N,N,N,N,N,N,N,N,N,N,N
4702,06085919278,P,94310,Ingjerd Kris                       ,Vatland                            ,N,J,J,J,N,Kunder med bare sparekonto         ,N,N,N,N,N,N,N,N,N,N,N
4702,08099413736,P,68310,Thu Boye                           ,Kasin                              ,N,N,N,N,N,Kunder med bare sparekonto         ,N,N,N,N,N,N,N,N,N,N,N
4702,27036007961,P,68310,Bernhard Helga                     ,Rikardsen                          ,N,J,N,J,N,Kunder med bare sparekonto         ,N,N,N,N,N,N,N,N,N,N,N
4702,14060276081,P,86310,Halldis Valentin                   ,Anderssen                          ,N,N,N,J,N,Kunder med bare sparekonto         ,N,N,N,N,N,N,N,N,N,N,N
4702,20100221951,P,64310,Minna Istvan                       ,Lysgård                            ,N,N,N,J,N,Kunder med bare sparekonto         ,N,N,N,N,N,N,N,N,N,N,N
4702,12066916365,P,68310,Nadja Billy                        ,Mehmood                            ,J,N,N,J,N,Kunder med bare sparekonto         ,N,N,N,N,N,N,N,N,N,N,N
4702,12089001402,P,68310,Eivin Veronika                     ,Roksvåg                            ,N,N,N,J,N,Kunder med bare sparekonto         ,N,N,N,N,N,N,N,N,N,N,N
4702,27067001856,P,68310,Farida Rachid                      ,Rui                                ,N,N,N,N,N,Kunder med bare sparekonto         ,N,N,N,N,N,N,N,N,N,N,N
